"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-08",102.3167,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-09",102.2565,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-10",102.1364,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-11",102.0034,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-12",101.8905,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-01",101.8076,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-02",101.7529,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-03",101.7356,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-04",101.7526,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-05",101.7798,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-06",101.7711,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-07",101.717,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-08",101.6135,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-09",101.4648,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-10",101.2973,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-11",101.1593,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1988-12",101.0623,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-01",101.006,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-02",100.9681,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-03",100.9336,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-04",100.9126,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-05",100.887,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-06",100.8298,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-07",100.7375,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-08",100.592,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-09",100.3893,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-10",100.1755,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-11",99.99332,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1989-12",99.84178,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-01",99.691,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-02",99.53211,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-03",99.3958,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-04",99.29166,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-05",99.19544,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-06",99.06824,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-07",98.89189,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-08",98.65895,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-09",98.39073,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-10",98.11867,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-11",97.86951,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1990-12",97.69227,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-01",97.62377,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-02",97.67905,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-03",97.85101,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-04",98.06268,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-05",98.28713,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-06",98.5378,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-07",98.81577,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-08",99.08828,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-09",99.30705,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-10",99.43518,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-11",99.48301,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1991-12",99.48768,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-01",99.50187,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-02",99.53616,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-03",99.57761,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-04",99.5826,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-05",99.48963,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-06",99.29178,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-07",99.04221,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-08",98.83016,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-09",98.73811,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-10",98.80022,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-11",99.00274,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1992-12",99.29886,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-01",99.60839,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-02",99.88986,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-03",100.1309,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-04",100.3361,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-05",100.5116,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-06",100.6522,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-07",100.7867,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-08",100.9199,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-09",101.0242,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-10",101.1023,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-11",101.163,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1993-12",101.1974,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-01",101.1845,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-02",101.0921,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-03",100.9356,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-04",100.7733,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-05",100.6591,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-06",100.5948,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-07",100.5571,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-08",100.5342,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-09",100.4885,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-10",100.4179,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-11",100.3384,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1994-12",100.247,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-01",100.1628,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-02",100.0872,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-03",100.0189,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-04",99.96465,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-05",99.94845,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-06",99.96481,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-07",99.99866,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-08",100.035,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-09",100.0606,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-10",100.0774,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-11",100.0811,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1995-12",100.0806,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-01",100.0794,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-02",100.0753,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-03",100.0691,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-04",100.0659,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-05",100.0628,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-06",100.0813,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-07",100.1274,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-08",100.179,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-09",100.2411,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-10",100.304,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-11",100.3408,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1996-12",100.3602,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-01",100.3858,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-02",100.3543,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-03",100.3402,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-04",100.3553,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-05",100.4153,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-06",100.5155,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-07",100.6429,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-08",100.7744,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-09",100.8962,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-10",100.9821,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-11",101.0103,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1997-12",100.9962,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-01",100.9486,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-02",100.8829,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-03",100.791,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-04",100.6388,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-05",100.3915,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-06",100.0478,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-07",99.63646,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-08",99.24593,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-09",98.95963,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-10",98.82075,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-11",98.8668,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1998-12",99.06898,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-01",99.37022,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-02",99.70043,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-03",100.0069,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-04",100.2797,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-05",100.498,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-06",100.6573,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-07",100.7603,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-08",100.8156,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-09",100.8216,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-10",100.7824,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-11",100.7051,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1999-12",100.5942,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-01",100.4249,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-02",100.207,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-03",99.98411,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-04",99.774,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-05",99.62788,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-06",99.56741,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-07",99.59287,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-08",99.67585,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-09",99.79356,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-10",99.94351,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-11",100.0918,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2000-12",100.2142,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-01",100.3001,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-02",100.3322,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-03",100.3208,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-04",100.2915,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-05",100.2431,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-06",100.157,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-07",100.0243,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-08",99.87379,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-09",99.75716,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-10",99.69969,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-11",99.73893,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2001-12",99.86518,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-01",100.0643,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-02",100.2851,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-03",100.473,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-04",100.5877,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-05",100.5861,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-06",100.4834,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-07",100.3294,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-08",100.153,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-09",99.95801,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-10",99.73803,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-11",99.48098,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2002-12",99.20563,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-01",98.96169,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-02",98.79321,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-03",98.722,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-04",98.76821,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-05",98.91673,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-06",99.12431,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-07",99.36111,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-08",99.60255,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-09",99.82661,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-10",100.0448,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-11",100.2627,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2003-12",100.4725,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-01",100.6446,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-02",100.7514,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-03",100.7784,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-04",100.7417,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-05",100.6582,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-06",100.5602,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-07",100.4759,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-08",100.4295,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-09",100.4142,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-10",100.4252,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-11",100.4532,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2004-12",100.4906,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-01",100.5119,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-02",100.4984,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-03",100.436,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-04",100.3292,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-05",100.2173,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-06",100.1405,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-07",100.1032,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-08",100.0838,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-09",100.0902,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-10",100.1286,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-11",100.1993,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2005-12",100.2851,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-01",100.3787,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-02",100.4947,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-03",100.6226,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-04",100.7505,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-05",100.8657,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-06",100.9958,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-07",101.1296,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-08",101.2506,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-09",101.3596,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-10",101.4554,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-11",101.5428,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2006-12",101.6229,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-01",101.6964,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-02",101.7633,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-03",101.814,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-04",101.8394,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-05",101.8424,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-06",101.8068,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-07",101.7256,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-08",101.6063,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-09",101.4596,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-10",101.2714,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-11",101.0244,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2007-12",100.729,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-01",100.4012,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-02",100.0572,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-03",99.70234,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-04",99.2772,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-05",98.76502,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-06",98.1643,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-07",97.50407,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-08",96.82101,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-09",96.13985,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-10",95.51451,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-11",95.04607,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2008-12",94.81039,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-01",94.81563,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-02",95.08214,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-03",95.60764,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-04",96.37505,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-05",97.29461,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-06",98.29501,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-07",99.31623,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-08",100.2922,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-09",101.1367,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-10",101.8013,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-11",102.2554,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2009-12",102.5178,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-01",102.6207,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-02",102.5894,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-03",102.4383,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-04",102.1937,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-05",101.8877,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-06",101.5676,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-07",101.2738,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-08",101.0472,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-09",100.8905,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-10",100.7847,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-11",100.7131,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2010-12",100.6601,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-01",100.6091,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-02",100.5469,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-03",100.4386,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-04",100.2633,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-05",100.0302,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-06",99.71712,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-07",99.34848,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-08",98.9437,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-09",98.55402,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-10",98.23251,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-11",98.0161,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2011-12",97.91543,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-01",97.91959,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-02",97.97441,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-03",98.05375,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-04",98.13735,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-05",98.22416,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-06",98.3474,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-07",98.51331,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-08",98.70526,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-09",98.91866,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-10",99.12346,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-11",99.29501,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2012-12",99.43526,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-01",99.57568,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-02",99.71037,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-03",99.86816,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-04",100.0617,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-05",100.3042,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-06",100.5982,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-07",100.9289,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-08",101.2496,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-09",101.5166,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-10",101.7041,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-11",101.8206,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2013-12",101.8819,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-01",101.92,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-02",101.9557,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-03",101.9903,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-04",102.0173,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-05",102.0145,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-06",101.9767,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-07",101.8939,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-08",101.7728,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-09",101.6285,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-10",101.4878,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-11",101.3532,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2014-12",101.2321,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-01",101.13,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-02",101.0547,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-03",101.0009,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-04",100.9638,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-05",100.9367,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-06",100.8988,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.8268,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-08",100.7217,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-09",100.5953,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-10",100.4661,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-11",100.3314,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2015-12",100.1842,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-01",100.0103,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-02",99.82932,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-03",99.66524,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-04",99.52615,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-05",99.43707,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-06",99.41404,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-07",99.47692,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.63841,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-09",99.8466,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-10",100.0326,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-11",100.1801,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2016-12",100.2869,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-01",100.3399,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-02",100.3516,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-03",100.321,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-04",100.258,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","2017-05",100.2108,
